year,month,average_month_temperature
1926,03,2.669
1926,04,8.148
1926,05,14.218
1926,06,18.755
1926,07,21.252
1926,08,20.622
1926,09,16.147
1926,10,10.505
1926,11,2.972
1926,12,-3.223
1927,01,-2.681
1927,02,.342
1927,03,2.415
1927,04,7.659
1927,05,13.525
1927,06,18.127
1927,07,20.990
1927,08,19.106
1927,09,15.919
1927,10,10.221
1927,11,3.283
1927,12,-4.396
1928,01,-2.203
1928,02,-.644
1928,03,2.809
1928,04,6.747
1928,05,14.341
1928,06,17.469
1928,07,21.099
1928,08,20.085
1928,09,15.213
1928,10,10.064
1928,11,3.167
1928,12,-1.766
1929,01,-4.535
1929,02,-4.175
1929,03,3.035
1929,04,8.085
1929,05,13.190
1929,06,18.223
1929,07,21.163
1929,08,20.510
1929,09,15.882
1929,10,9.669
1929,11,1.829
1929,12,-1.728
1930,01,-5.829
1930,02,.207
1930,03,1.694
1930,04,9.445
1930,05,13.313
1930,06,18.560
1930,07,21.886
1930,08,20.717
1930,09,16.441
1930,10,8.544
1930,11,2.096
1930,12,-2.425
1931,01,-1.882
1931,02,.533
1931,03,1.640
1931,04,8.067
1931,05,13.201
1931,06,19.532
1931,07,22.083
1931,08,20.229
1931,09,17.529
1931,10,10.642
1931,11,3.924
1931,12,-1.120
1932,01,-3.735
1932,02,-1.230
1932,03,1.109
1932,04,8.639
1932,05,13.867
1932,06,18.807
1932,07,21.439
1932,08,20.388
1932,09,15.889
1932,10,9.000
1932,11,1.564
1932,12,-3.670
1933,01,-2.667
1933,02,-3.829
1933,03,2.673
1933,04,7.745
1933,05,13.546
1933,06,19.769
1933,07,21.859
1933,08,20.183
1933,09,17.241
1933,10,9.806
1933,11,3.134
1933,12,-1.503
1934,01,-2.595
1934,02,-.728
1934,03,3.207
1934,04,9.567
1934,05,15.733
1934,06,19.544
1934,07,22.354
1934,08,20.965
1934,09,15.764
1934,10,11.097
1934,11,4.372
1934,12,-1.748
1935,01,-3.138
1935,02,-.121
1935,03,3.742
1935,04,7.531
1935,05,12.142
1935,06,18.158
1935,07,22.036
1935,08,20.589
1935,09,16.052
1935,10,9.509
1935,11,1.598
1935,12,-3.644
1936,01,-4.716
1936,02,-6.063
1936,03,3.287
1936,04,7.854
1936,05,15.345
1936,06,19.967
1936,07,22.779
1936,08,21.698
1936,09,16.750
1936,10,9.601
1936,11,2.161
1936,12,-1.912
1937,01,-4.808
1937,02,-3.041
1937,03,1.196
1937,04,7.375
1937,05,14.358
1937,06,18.897
1937,07,21.730
1937,08,21.431
1937,09,16.773
1937,10,10.043
1937,11,2.886
1937,12,-2.292
1938,01,-3.206
1938,02,-1.024
1938,03,4.376
1938,04,8.815
1938,05,13.676
1938,06,18.690
1938,07,21.319
1938,08,21.143
1938,09,17.142
1938,10,11.409
1938,11,2.415
1938,12,-1.291
1939,01,-2.270
1939,02,-3.277
1939,03,2.716
1939,04,8.543
1939,05,14.752
1939,06,18.827
1939,07,21.845
1939,08,20.462
1939,09,17.216
1939,10,9.708
1939,11,2.459
1939,12,.440
1940,01,-5.957
1940,02,-1.323
1940,03,2.794
1940,04,8.647
1940,05,14.419
1940,06,19.238
1940,07,21.657
1940,08,20.511
1940,09,16.512
1940,10,10.887
1940,11,1.976
1940,12,-.390
1941,01,-2.894
1941,02,-1.002
1941,03,1.758
1941,04,8.940
1941,05,14.823
1941,06,18.502
1941,07,21.322
1941,08,20.590
1941,09,16.081
1941,10,10.150
1941,11,3.191
1941,12,-.536
1942,01,-2.668
1942,02,-2.062
1942,03,2.465
1942,04,9.400
1942,05,13.520
1942,06,18.502
1942,07,21.532
1942,08,20.330
1942,09,15.942
1942,10,10.108
1942,11,2.992
1942,12,-3.240
1943,01,-4.805
1943,02,-.075
1943,03,1.354
1943,04,9.039
1943,05,13.810
1943,06,19.025
1943,07,21.610
1943,08,20.949
1943,09,15.862
1943,10,9.831
1943,11,3.095
1943,12,-1.985
1944,01,-2.650
1944,02,-.543
1944,03,1.173
1944,04,7.016
1944,05,14.667
1944,06,18.714
1944,07,21.016
1944,08,20.344
1944,09,16.312
1944,10,10.564
1944,11,2.744
1944,12,-2.838
1945,01,-2.610
1945,02,-.611
1945,03,4.292
1945,04,7.530
1945,05,12.550
1945,06,17.221
1945,07,20.954
1945,08,20.263
1945,09,16.189
1945,10,9.746
1945,11,2.136
1945,12,-3.934
1946,01,-2.666
1946,02,-1.198
1946,03,4.469
1946,04,9.529
1946,05,13.179
1946,06,18.700
1946,07,21.543
1946,08,19.826
1946,09,15.949
1946,10,9.672
1946,11,2.590
1946,12,-1.635
1947,01,-3.877
1947,02,-2.523
1947,03,1.489
1947,04,8.124
1947,05,13.886
1947,06,17.769
1947,07,21.078
1947,08,21.159
1947,09,16.830
1947,10,11.852
1947,11,1.689
1947,12,-1.634
1948,01,-4.472
1948,02,-2.799
1948,03,1.148
1948,04,9.141
1948,05,13.713
1948,06,18.804
1948,07,21.050
1948,08,20.164
1948,09,16.496
1948,10,9.232
1948,11,2.256
1948,12,-3.006
1949,01,-5.304
1949,02,-2.978
1949,03,3.090
1949,04,8.078
1949,05,14.222
1949,06,18.613
1949,07,21.582
1949,08,20.481
1949,09,16.012
1949,10,9.972
1949,11,5.219
1949,12,-2.335
1950,01,-2.968
1950,02,-1.785
1950,03,2.000
1950,04,7.117
1950,05,13.463
1950,06,18.398
1950,07,20.383
1950,08,19.723
1950,09,15.756
1950,10,11.485
1950,11,2.213
1950,12,-2.012
1951,01,-4.421
1951,02,-1.531
1951,03,.595
1951,04,7.870
1951,05,14.318
1951,06,17.835
1951,07,21.482
1951,08,20.478
1951,09,15.992
1951,10,9.596
1951,11,1.747
1951,12,-3.021
1952,01,-3.271
1952,02,-.939
1952,03,.891
1952,04,8.161
1952,05,13.583
1952,06,19.644
1952,07,21.572
1952,08,20.740
1952,09,16.591
1952,10,9.577
1952,11,2.949
1952,12,-1.765
1953,01,-1.370
1953,02,-.585
1953,03,3.433
1953,04,7.469
1953,05,13.620
1953,06,19.750
1953,07,21.774
1953,08,20.476
1953,09,16.917
1953,10,10.654
1953,11,3.914
1953,12,-1.732
1954,01,-3.696
1954,02,.988
1954,03,1.917
1954,04,9.482
1954,05,13.282
1954,06,18.877
1954,07,22.164
1954,08,20.635
1954,09,17.049
1954,10,10.384
1954,11,4.476
1954,12,-2.668
1955,01,-3.416
1955,02,-3.550
1955,03,1.948
1955,04,8.524
1955,05,14.231
1955,06,17.526
1955,07,21.818
1955,08,21.107
1955,09,16.693
1955,10,9.952
1955,11,.453
1955,12,-3.121
1956,01,-3.910
1956,02,-2.987
1956,03,2.116
1956,04,7.372
1956,05,14.657
1956,06,19.443
1956,07,21.187
1956,08,20.220
1956,09,16.293
1956,10,10.189
1956,11,1.460
1956,12,-1.641
1957,01,-4.304
1957,02,.213
1957,03,2.928
1957,04,8.436
1957,05,13.790
1957,06,19.158
1957,07,21.751
1957,08,20.597
1957,09,16.032
1957,10,9.059
1957,11,2.818
1957,12,-.973
1958,01,-2.810
1958,02,-2.270
1958,03,1.470
1958,04,8.175
1958,05,14.889
1958,06,18.722
1958,07,21.080
1958,08,21.128
1958,09,16.541
1958,10,9.674
1958,11,3.444
1958,12,-2.380
1959,01,-4.298
1959,02,-1.406
1959,03,1.629
1959,04,8.163
1959,05,14.270
1959,06,19.572
1959,07,21.094
1959,08,20.998
1959,09,16.195
1959,10,9.370
1959,11,1.617
1959,12,-1.245
1960,01,-3.825
1960,02,-2.502
1960,03,-.019
1960,04,8.420
1960,05,13.791
1960,06,18.859
1960,07,21.558
1960,08,20.484
1960,09,16.805
1960,10,10.105
1960,11,3.062
1960,12,-2.405
1961,01,-3.159
1961,02,-.425
1961,03,2.915
1961,04,6.793
