year,month,average_month_temperature
1973,02,4.382
1973,03,6.228
1973,04,6.332
1973,05,9.970
1973,06,13.202
1973,07,13.966
1973,08,14.546
1973,09,12.720
1973,10,8.551
1973,11,5.706
1973,12,4.731
1974,01,5.864
1974,02,5.431
1974,03,5.547
1974,04,7.438
1974,05,9.936
1974,06,12.264
1974,07,13.357
1974,08,13.614
1974,09,10.842
1974,10,7.293
1974,11,6.253
1974,12,6.972
1975,01,6.039
1975,02,4.710
1975,03,4.715
1975,04,7.358
1975,05,8.952
1975,06,12.972
1975,07,15.076
1975,08,16.211
1975,09,11.855
1975,10,9.419
1975,11,6.086
1975,12,5.324
1976,01,5.320
1976,02,4.801
1976,03,4.779
1976,04,7.337
1976,05,10.508
1976,06,14.647
1976,07,15.942
1976,08,15.463
1976,09,12.012
1976,10,9.543
1976,11,5.986
1976,12,2.199
1977,01,2.971
1977,02,4.572
1977,03,6.483
1977,04,6.473
1977,05,9.595
1977,06,11.338
1977,07,14.203
1977,08,13.673
1977,09,11.713
1977,10,10.694
1977,11,5.787
1977,12,5.857
1978,01,3.295
1978,02,2.612
1978,03,6.150
1978,04,5.863
1978,05,10.540
1978,06,12.212
1978,07,13.008
1978,08,13.490
1978,09,12.636
1978,10,10.797
1978,11,7.671
1978,12,4.110
1979,01,.845
1979,02,1.969
1979,03,4.355
1979,04,6.775
1979,05,8.647
1979,06,12.503
1979,07,14.135
1979,08,13.158
1979,09,11.955
1979,10,10.183
1979,11,6.283
1979,12,5.168
1980,01,2.765
1980,02,5.425
1980,03,4.592
1980,04,7.861
1980,05,10.223
1980,06,12.471
1980,07,13.076
1980,08,14.047
1980,09,13.110
1980,10,8.147
1980,11,6.154
1980,12,5.315
1981,01,4.634
1981,02,3.528
1981,03,6.853
1981,04,7.094
1981,05,10.355
1981,06,11.969
1981,07,13.846
1981,08,14.568
1981,09,13.078
1981,10,7.215
1981,11,7.053
1981,12,1.171
1982,01,3.234
1982,02,5.066
1982,03,5.821
1982,04,7.939
1982,05,10.500
1982,06,13.416
1982,07,14.653
1982,08,14.006
1982,09,12.550
1982,10,9.313
1982,11,6.976
1982,12,4.215
1983,01,6.126
1983,02,2.439
1983,03,6.143
1983,04,5.952
1983,05,9.098
1983,06,12.508
1983,07,16.597
1983,08,15.574
1983,09,12.107
1983,10,9.375
1983,11,7.269
1983,12,5.731
1984,01,3.324
1984,02,4.117
1984,03,4.690
1984,04,7.577
1984,05,9.087
1984,06,12.795
1984,07,14.781
1984,08,15.491
1984,09,12.035
1984,10,9.901
1984,11,7.403
1984,12,5.288
1985,01,1.595
1985,02,3.102
1985,03,4.571
1985,04,7.415
1985,05,9.772
1985,06,11.377
1985,07,14.260
1985,08,13.128
1985,09,12.834
1985,10,10.024
1985,11,4.036
1985,12,5.796
1986,01,3.502
1986,02,.168
1986,03,5.028
1986,04,5.251
1986,05,9.848
1986,06,13.022
1986,07,13.959
1986,08,12.196
1986,09,10.501
1986,10,9.796
1986,11,7.210
1986,12,5.401
1987,01,1.648
1987,02,3.936
1987,03,4.159
1987,04,8.829
1987,05,9.180
1987,06,11.330
1987,07,14.087
1987,08,13.890
1987,09,12.114
1987,10,8.567
1987,11,6.496
1987,12,5.575
1988,01,4.855
1988,02,4.752
1988,03,5.830
1988,04,7.290
1988,05,10.587
1988,06,13.140
1988,07,13.277
1988,08,13.560
1988,09,12.036
1988,10,9.399
1988,11,5.775
1988,12,7.164
1989,01,6.431
1989,02,5.706
1989,03,6.742
1989,04,5.948
1989,05,11.459
1989,06,12.971
1989,07,16.074
1989,08,14.658
1989,09,12.883
1989,10,10.632
1989,11,6.390
1989,12,4.491
1990,01,6.188
1990,02,6.657
1990,03,7.842
1990,04,7.261
1990,05,11.335
1990,06,12.373
1990,07,14.978
1990,08,15.706
1990,09,11.790
1990,10,10.601
1990,11,6.522
1990,12,4.475
1991,01,3.555
1991,02,2.571
1991,03,7.257
1991,04,7.283
1991,05,10.019
1991,06,10.926
1991,07,15.360
1991,08,15.261
1991,09,12.938
1991,10,9.150
1991,11,6.332
1991,12,4.935
1992,01,4.347
1992,02,5.645
1992,03,6.783
1992,04,7.629
1992,05,11.874
1992,06,13.976
1992,07,14.325
1992,08,13.664
1992,09,11.902
1992,10,7.069
1992,11,6.773
1992,12,3.917
1993,01,5.451
1993,02,5.400
1993,03,6.279
1993,04,8.367
1993,05,10.172
1993,06,13.158
1993,07,13.460
1993,08,13.101
1993,09,11.305
1993,10,7.617
1993,11,4.918
1993,12,4.593
1994,01,4.843
1994,02,3.381
1994,03,6.592
1994,04,7.166
1994,05,9.542
1994,06,12.632
1994,07,15.430
1994,08,14.112
1994,09,11.515
1994,10,9.092
1994,11,9.216
1994,12,5.889
1995,01,4.435
1995,02,5.829
1995,03,5.009
1995,04,7.883
1995,05,10.387
1995,06,12.764
1995,07,16.018
1995,08,16.594
1995,09,12.290
1995,10,11.571
1995,11,7.473
1995,12,2.493
1996,01,4.650
1996,02,3.075
1996,03,4.505
1996,04,7.676
1996,05,8.448
1996,06,12.827
1996,07,14.432
1996,08,14.825
1996,09,12.575
1996,10,10.499
1996,11,5.495
1996,12,3.282
1997,01,3.170
1997,02,6.080
1997,03,7.726
1997,04,8.230
1997,05,10.354
1997,06,12.540
1997,07,14.951
1997,08,16.675
1997,09,12.614
1997,10,9.405
1997,11,8.133
1997,12,5.774
1998,01,5.144
1998,02,7.398
1998,03,7.362
1998,04,6.982
1998,05,11.531
1998,06,12.628
1998,07,13.944
1998,08,14.299
1998,09,13.295
1998,10,9.268
1998,11,6.002
1998,12,5.546
1999,01,5.375
1999,02,5.049
1999,03,6.818
1999,04,8.534
1999,05,11.536
1999,06,12.378
1999,07,15.593
1999,08,14.494
1999,09,13.984
1999,10,9.947
1999,11,7.472
1999,12,4.423
2000,01,5.174
2000,02,5.904
2000,03,7.073
